Magic_000;0,17;39,52;134,51
Magic_001;39,16;43,53;137,50
Magic_002;82,17;44,52;140,51
Magic_003;126,17;39,52;144,51
Magic_004;165,17;39,52;144,51
Magic_005;204,17;39,52;144,51
Magic_006;243,17;39,52;144,51
Magic_007;282,17;39,52;144,51
Magic_008;321,17;39,52;144,51
Magic_009;360,14;43,55;140,48
Magic_010;403,17;39,52;144,51
Magic_011;442,17;39,52;144,51
Magic_012;481,17;39,52;144,51
Magic_013;520,18;33,51;146,53
Magic_014;553,20;27,49;146,53
Magic_015;580,17;21,52;150,50
Magic_016;601,18;21,51;148,51
Magic_017;622,20;29,49;137,53
Magic_018;651,17;39,52;134,51
Magic_019;690,15;39,54;144,49
Magic_020;729,14;39,55;144,48
Magic_021;768,12;39,57;144,46
Magic_022;807,9;39,60;144,43
Magic_023;846,6;39,63;144,40
Magic_024;885,6;39,63;144,40
Magic_025;924,7;39,62;144,41
Magic_026;963,12;39,57;144,46
Magic_027;1002,13;39,56;144,47
Magic_028;1041,12;39,57;144,46
Magic_029;1080,7;39,62;144,41
Magic_030;1119,6;39,63;144,40
Magic_031;1158,0;39,69;144,34
Magic_032;0,70;47,69;144,34
Magic_033;47,76;46,63;144,40
Magic_034;93,69;48,70;144,33
Magic_035;141,69;45,70;144,33
Magic_036;186,77;46,62;144,41
Magic_037;232,87;39,52;144,51
Magic_038;271,82;48,57;125,48
Magic_039;319,80;51,59;117,46
Magic_040;370,79;47,60;116,45
