Magic_000;0,8;26,34;138,70
Magic_001;26,8;27,34;138,70
Magic_002;53,8;28,34;137,70
Magic_003;81,1;26,41;139,63
Magic_004;107,0;31,42;138,62
Magic_005;138,8;39,34;138,70
Magic_006;177,8;41,34;138,70
Magic_007;218,8;41,34;138,70
Magic_008;259,8;40,34;138,70
Magic_009;299,8;40,34;138,70
Magic_010;339,8;31,34;138,70
Magic_011;370,8;27,34;138,70
Magic_012;397,7;28,35;138,69
Magic_013;425,8;28,34;137,70
Magic_014;453,1;27,41;138,63
Magic_015;480,8;28,34;142,71
Magic_016;508,8;27,34;147,71
Magic_017;535,8;27,34;147,71
Magic_018;562,8;27,34;147,71
Magic_019;589,8;27,34;145,71
Magic_020;616,7;25,35;142,70
