Axe_000;0,17;50,45;126,63
Axe_001;50,15;45,47;130,62
Axe_002;95,14;36,48;140,61
Axe_003;131,11;40,51;143,60
Axe_004;171,4;55,58;141,56
Axe_005;226,6;58,56;145,58
Axe_006;284,14;60,48;144,60
Axe_007;344,11;66,51;131,59
Axe_008;410,14;47,48;147,62
Axe_009;457,14;45,48;149,62
Axe_010;502,15;49,47;144,62
Axe_011;551,15;49,47;144,62
Axe_012;600,15;46,47;142,61
Axe_013;646,16;47,46;138,61
Axe_014;693,16;54,46;131,60
Axe_015;747,17;58,45;123,61
Axe_016;805,16;51,46;127,62
Axe_017;856,6;64,56;115,51
Axe_018;920,0;62,62;117,45
Axe_019;982,1;58,61;121,46
Axe_020;1040,2;55,60;124,47
Axe_021;1095,10;53,52;126,55
Axe_022;0,62;59,52;120,55
Axe_023;59,66;62,48;144,60
Axe_024;121,66;58,48;144,60
Axe_025;179,66;56,48;144,60
Axe_026;235,66;58,48;144,60
Axe_027;293,70;46,44;129,59
Axe_028;339,70;43,44;132,59
