Axe_000;0,19;45,63;131,45
Axe_001;45,18;42,64;133,45
Axe_002;87,22;43,60;132,48
Axe_003;130,26;44,56;133,56
Axe_004;174,26;63,56;119,61
Axe_005;237,27;70,55;114,61
Axe_006;307,29;70,53;114,61
Axe_007;377,34;70,48;114,62
Axe_007a;447,34;70,48;114,62
Axe_008;517,34;70,48;114,62
Axe_009;587,10;47,72;116,40
Axe_010;634,0;36,82;118,30
Axe_011;670,3;77,79;73,30
Axe_012;747,27;81,55;69,54
Axe_013;828,22;105,60;45,50
Axe_014;933,17;93,65;57,45
Axe_015;1026,12;86,70;64,40
Axe_015a;1112,36;71,46;79,64
Axe_016;0,113;71,46;79,64
Axe_017;71,108;65,51;87,61
Axe_018;136,104;57,55;113,61
Axe_019;193,104;55,55;113,61
Axe_020;248,107;50,52;113,62
Axe_021;298,108;43,51;119,61
Axe_022;341,109;49,50;120,61
Axe_023;390,105;62,54;116,52
Axe_024;452,93;53,66;122,40
Axe_025;505,92;48,67;128,41
Axe_025a;553,92;49,67;128,41
Axe_026;602,97;45,62;131,46
Axe_027;647,86;68,73;111,34
Axe_028;715,85;78,74;101,33
Axe_029;793,99;75,60;104,47
Axe_030;868,105;75,54;104,53
Axe_031;943,97;55,62;124,45
Axe_032;998,82;59,77;120,30
Axe_033;1057,108;40,51;135,61
Axe_034;1097,104;54,55;120,61
Axe_035;0,190;75,54;114,62
Axe_036;75,180;78,64;114,50
Axe_037;153,186;75,58;114,53
Axe_038;228,186;56,58;114,52
Axe_039;284,195;60,49;114,62
Axe_040;344,195;66,49;114,62
Axe_040a;410,195;75,49;114,62
Axe_040b;485,183;78,61;114,50
Axe_040c;563,186;75,58;114,53
Axe_040d;638,185;56,59;114,52
Axe_041;694,195;75,49;114,62
Axe_042;769,195;75,49;114,62
Axe_043;844,159;60,85;114,27
Axe_044;904,162;45,82;115,30
Axe_045;949,194;47,50;128,54
Axe_046;996,200;46,44;129,59
