Magic_067;0,5;30,35;130,69
Magic_068;30,5;28,35;132,69
Magic_069;58,5;28,35;134,69
Magic_070;86,6;26,34;135,70
Magic_071;112,5;26,35;138,69
Magic_072;138,5;30,35;141,69
Magic_073;168,9;29,31;143,72
Magic_074;197,8;31,32;142,71
Magic_075;228,5;41,35;151,68
Magic_076;269,5;41,35;151,68
Magic_077;310,5;41,35;151,68
Magic_078;351,5;41,35;151,68
Magic_079;392,5;40,35;151,68
Magic_080;432,5;37,35;151,68
Magic_081;469,5;32,35;151,68
Magic_082;501,5;29,35;151,68
Magic_083;530,9;23,31;153,72
Magic_084;553,11;26,29;144,73
Magic_085;579,10;22,30;139,75
Magic_086;601,6;20,34;135,70
Magic_087;621,5;25,35;133,69
Magic_088;646,5;30,35;129,69
Magic_089;676,5;29,35;130,69
Magic_090;705,5;30,35;130,69
Magic_091;735,5;30,35;130,69
Magic_092;765,5;30,35;130,69
Magic_093;795,5;30,35;130,69
Magic_094;825,5;28,35;129,69
Magic_095;853,8;28,32;131,72
Magic_096;881,5;29,35;136,69
Magic_097;910,8;29,32;132,72
Magic_098;939,5;27,35;132,69
Magic_099;966,0;30,40;130,64
Magic_100;996,8;31,32;129,72
Magic_101;1027,9;35,31;132,73
Magic_102;1062,8;31,32;129,72
Magic_103;1093,5;27,35;132,69
Magic_104;1120,0;25,40;136,64
Magic_105;1145,8;29,32;136,72
Magic_106;0,44;31,31;136,73
Magic_107;31,41;27,34;136,70
Magic_108;58,40;27,35;132,69
Magic_109;85,40;27,35;132,69
Magic_110;112,40;28,35;134,69
Magic_111;140,41;26,34;135,70
Magic_112;166,40;26,35;138,69
Magic_113;192,40;30,35;141,69
Magic_114;222,44;29,31;143,72
Magic_115;251,43;31,32;142,71
Magic_116;282,40;41,35;151,68
Magic_117;323,40;41,35;151,68
Magic_118;364,40;41,35;151,68
Magic_119;405,40;41,35;151,68
Magic_120;446,40;40,35;151,68
Magic_121;486,40;37,35;151,68
Magic_122;523,40;32,35;151,68
Magic_123;555,40;29,35;151,68
Magic_124;584,44;23,31;153,72
Magic_125;607,46;26,29;144,73
Magic_126;633,45;22,30;139,75
Magic_127;655,41;20,34;135,70
Magic_128;675,40;25,35;133,69
Magic_129;700,40;30,35;129,69
Magic_130;730,40;29,35;130,69
Magic_131;759,40;30,35;130,69
Magic_132;789,40;30,35;130,69
Magic_133;819,40;30,35;130,69
Magic_134;849,40;30,35;130,69
Magic_135;879,40;28,35;129,69
Magic_136;907,40;28,35;129,69
Magic_137;935,40;28,35;129,69
Magic_144;963,40;30,35;130,69
